"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","doJOZc","W4Efsd 7","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/OK+Osteopat%C3%ADa+%26+Kinesiolog%C3%ADa/data=!4m7!3m6!1s0x95bcb7abb56f5aab:0x1d2354663c93ed11!8m2!3d-34.5837124!4d-58.4666349!16s%2Fg%2F11pz38w3v2!19sChIJq1pvtau3vJUREe2TPGZUIx0?authuser=0&hl=es-419&rclk=1","OK Osteopatía & Kinesiología","5.0","(33)","Kinesiólogo","·","Guevara 1623","Cerrado","⋅ Abre a las 10 a.m.","·","011 6812-2196","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El mejor profesional y una calida sesion""","",""
"https://www.google.com/maps/place/Moving+-Kinesiolog%C3%ADa+en+Movimiento-/data=!4m7!3m6!1s0x95bcb73dfe7cb6cb:0xc7ac9d77197915e2!8m2!3d-34.5797008!4d-58.5030181!16s%2Fg%2F11q1lwc0cd!19sChIJy7Z8_j23vJUR4hV5GXedrMc?authuser=0&hl=es-419&rclk=1","Moving -Kinesiología en Movimiento-","4.8","(40)","Kinesiólogo","·","·","Cerrado","⋅ Abre a las 8 a.m.","Bolivia 5240","011 4574-0844","https://www.instagram.com/preciosakinesiologia?igsh=MXUzMTFteGh4MGNtbg==","","Indicaciones","","Sitio web","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mica y Sofi las mejores kinesiólogas !""","",""
"https://www.google.com/maps/place/Kinesiologo+Ezequiel+Laso/data=!4m7!3m6!1s0x95bca1ed7f75e485:0xb3f67f4eea902563!8m2!3d-34.4863294!4d-58.5879564!16s%2Fg%2F11wj2n62l8!19sChIJheR1f-2hvJURYyWQ6k5_9rM?authuser=0&hl=es-419&rclk=1","Kinesiologo Ezequiel Laso","5.0","(25)","Kinesiólogo","·","colectora panamericana 5445. Boulogne","Cerrado","⋅ Abre a las 8 a.m.","·","011 6816-3827","https://sites.google.com/view/kinesiourquiza/inicio","","Indicaciones","","Sitio web","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente profecional y mejor persona!!!""","",""
"https://www.google.com/maps/place/MARIANO+DE+LLAMAS+-+KINESIOLOGIA+DEPORTIVA+%26+OSTEOPATIA/data=!4m7!3m6!1s0x95bcb799d5d9fa39:0xbf4fe934563913d!8m2!3d-34.6035891!4d-58.496568!16s%2Fg%2F11f8jxfp1h!19sChIJOfrZ1Zm3vJURPZFjRZP-9As?authuser=0&hl=es-419&rclk=1","MARIANO DE LLAMAS - KINESIOLOGIA DEPORTIVA & OSTEOPATIA","4.9","(27)","Kinesiólogo","·","Llavallol 2887","","Cerrado","⋅ Abre a las 8 a.m.","","","","","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente kinesiologos y una atención extraordinaria
Super recomendable""","",""
"https://www.google.com/maps/place/Rakys+Kinesica+Kinesiolog%C3%ADa+%26+Rehabilitaci%C3%B3n/data=!4m7!3m6!1s0x95bcb70cac234347:0x8299dce7bb4bc2e6!8m2!3d-34.5750979!4d-58.5311198!16s%2Fg%2F11hcdvmpz6!19sChIJR0MjrAy3vJUR5sJLu-fcmYI?authuser=0&hl=es-419&rclk=1","Rakys Kinesica Kinesiología & Rehabilitación","4.5","(26)","Kinesiólogo","·","·","Cornelio Saavedra 1847","Cerrado","⋅ Abre a las 9 a.m.","4873-8374","","","","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""No me duele más la espalda, me arreglaron jaja 🫶🏼🤸🏼‍♀️""","",""
"https://www.google.com/maps/place/Kinesiologia+y+Rehabilitaci%C3%B3n+San+Mart%C3%ADn/data=!4m7!3m6!1s0x95bcb76554e22c27:0x2bc0642f367b8757!8m2!3d-34.5746442!4d-58.5367393!16s%2Fg%2F11bxjlg00_!19sChIJJyziVGW3vJURV4d7Ni9kwCs?authuser=0&hl=es-419&rclk=1","Kinesiologia y Rehabilitación San Martín","4.5","(28)","Kinesiólogo","·","·","Cerrado","⋅ Abre a las 8:30 a.m.","Cerrito 2147","011 4713-5657","https://instagram.com/centrodekinesiologiaboulogne?utm_medium=copy_link","","Indicaciones","","Sitio web","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cami y Juan Carlos son grandes profesionales 🥰""","",""
"https://www.google.com/maps/place/OK+Osteopat%C3%ADa+%26+Kinesiolog%C3%ADa/data=!4m7!3m6!1s0x95bcb7abb56f5aab:0x1d2354663c93ed11!8m2!3d-34.5837124!4d-58.4666349!16s%2Fg%2F11pz38w3v2!19sChIJq1pvtau3vJUREe2TPGZUIx0?authuser=0&hl=es-419&rclk=1","OK Osteopatía & Kinesiología","5.0","(33)","Kinesiólogo","·","Guevara 1623","Cerrado","⋅ Abre a las 10 a.m.","·","011 6812-2196","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwicmdLZl6-PAxWrQUgAHXcGO7AYABADGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt7VdKe9NLOAvOwYVcDQzq75N2ClDTb1yWYxidUvTOPf-DYNWrf1GjoaAueFEALw_wcB&ohost=www.google.com&cid=CAESuAHg9ij4nrXLE2jxcpUz2pYqKwUPej7N8t4IHRmkHt-bsEEdyjsFzVnDxRGHVWKTWqihw6T6tuu4c75h06G25ZX1xpc-jWqg4mowFuYUJCzUwDJALpE9N20qxIj4MqyQbHdNRCr7Zbnqcybr3N6uT_eRU0d9HCoTKnuskzXaGDRNm2_3E9l1M2oMBji6JRvVZVHeD9rl5SenET1kb6x4bnRLnk63Q59kVaH_rM8ZtWSIyS84B8E6RuKj&category=acrcp_v1_41&sig=AOD64_0BsWIVbpKrietIB1CVFq-VfdXpeg&adurl&q&ctype=99&nis=6","","Indicaciones","","Sitio web","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El mejor profesional y una calida sesion""","",""
"https://www.google.com/maps/place/Centro+De+Kinesiolog%C3%ADa+Boulogne/data=!4m7!3m6!1s0x95bcba89ccb8253b:0xbfd95e5364c2292a!8m2!3d-34.5105684!4d-58.56871!16s%2Fg%2F11c57mw0_g!19sChIJOyW4zIm6vJURKinCZFNe2b8?authuser=0&hl=es-419&rclk=1","Centro De Kinesiología Boulogne","4.1","(56)","Kinesiólogo","·","·","Bulnes 124","Cerrado","⋅ Abre a las 8 a.m.","011 4766-1270","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwicmdLZl6-PAxWrQUgAHXcGO7AYABAAGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt6kuU_Jw3nQzf3s5G7jzfb82mV1hq2B37Ty_VO6Q5QTImo6u0GayVMaAnrEEALw_wcB&ohost=www.google.com&cid=CAESuAHg9ij4nrXLE2jxcpUz2pYqKwUPej7N8t4IHRmkHt-bsEEdyjsFzVnDxRGHVWKTWqihw6T6tuu4c75h06G25ZX1xpc-jWqg4mowFuYUJCzUwDJALpE9N20qxIj4MqyQbHdNRCr7Zbnqcybr3N6uT_eRU0d9HCoTKnuskzXaGDRNm2_3E9l1M2oMBji6JRvVZVHeD9rl5SenET1kb6x4bnRLnk63Q59kVaH_rM8ZtWSIyS84B8E6RuKj&category=acrcp_v1_40&sig=AOD64_0nG724K2M69UKTvWvfTvCP9poUpw&adurl&q&ctype=99&nis=6","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Profesionales","Kinesiólogos","altamente capacitados."""
"https://www.google.com/maps/place/Consultorio+de+Kinesiolog%C3%ADa+Kineudio/data=!4m7!3m6!1s0x95bcb6f287512b73:0xf6e29425b7f399c8!8m2!3d-34.5586777!4d-58.4888162!16s%2Fg%2F1wf230yv!19sChIJcytRh_K2vJURyJnztyWU4vY?authuser=0&hl=es-419&rclk=1","Consultorio de Kinesiología Kineudio","4.8","(68)","Fisioterapeuta","·","·","Mariano Acha 3670","Cerrado","⋅ Abre a las 8 a.m.","011 4542-7338","http://www.kineudio.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La kinesiologa Bárbara es una excelente profesional.""","",""
"https://www.google.com/maps/place/Kinesiolog%C3%ADa+CEKIREN,+Lic.+Vilma+M.+Sixto/data=!4m7!3m6!1s0x95bcca8f885c38d9:0x6eb1bd1f4f39d443!8m2!3d-34.5952389!4d-58.4078814!16s%2Fg%2F11bbrl6p44!19sChIJ2ThciI_KvJURQ9Q5Tx-9sW4?authuser=0&hl=es-419&rclk=1","Kinesiología CEKIREN, Lic. Vilma M. Sixto","4.7","(12)","Kinesiólogo","·","·","Cerrado","⋅ Abre a las 8 a.m.","Laprida 1181","011 15-3610-9355","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La kinesiologa Vilma es una genia!""","",""
"https://www.google.com/maps/place/MC+-+Kinesiolog%C3%ADa+Osteopatia+-+Villa+Urquiza/data=!4m7!3m6!1s0x95bcb759ff084bb7:0xec664a2bbfab2883!8m2!3d-34.5703547!4d-58.5061569!16s%2Fg%2F11qnbskxmq!19sChIJt0sI_1m3vJURgyirvytKZuw?authuser=0&hl=es-419&rclk=1","MC - Kinesiología Osteopatia - Villa Urquiza","5.0","(93)","Kinesiólogo","·","·","Medeyros 3482","Cerrado","⋅ Abre a las 8 a.m.","011 4708-2776","http://www.instagram.com/mc.kinesiologia_osteopatia","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Profesional al 100% e increíble persona!""","",""
"https://www.google.com/maps/place/Ceprik+%7C+Centro+Privado+de+Kinesiologia+%2F+RPG/data=!4m7!3m6!1s0x95bcca94f32c131b:0x507965da766f28dc!8m2!3d-34.6003551!4d-58.3988483!16s%2Fg%2F11h54zfbb9!19sChIJGxMs85TKvJUR3ChvdtpleVA?authuser=0&hl=es-419&rclk=1","Ceprik | Centro Privado de Kinesiologia / RPG","4.7","(12)","Kinesiólogo","·","Pres. José Evaristo Uriburu 756","","","","011 4952-7724","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente centro de rehabilitación kinesiologica!""","",""
"https://www.google.com/maps/place/KYNEX+Kinesiologia/data=!4m7!3m6!1s0x95bcc9dd1b92084f:0x91f41deb1b940dc5!8m2!3d-34.6191226!4d-58.4747977!16s%2Fg%2F11pts0891_!19sChIJTwiSG93JvJURxQ2UG-sd9JE?authuser=0&hl=es-419&rclk=1","KYNEX Kinesiologia","5.0","(21)","Kinesiólogo","·","·","Luis Viale 2883","Cerrado","⋅ Abre a las 9 a.m.","011 6498-7595","http://www.kynex.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente profesional, muchos años fue","kinesiólogo","del club."""
"https://www.google.com/maps/place/PEAK+Rehab%26Performance+%7C+Kinesiolog%C3%ADa+y+Entrenamiento/data=!4m7!3m6!1s0x95bccb00327c3873:0xe2aff11e5801e702!8m2!3d-34.5944851!4d-58.4060787!16s%2Fg%2F11xgsmw53m!19sChIJczh8MgDLvJURAucBWB7xr-I?authuser=0&hl=es-419&rclk=1","PEAK Rehab&Performance | Kinesiología y Entrenamiento","5.0","(12)","Kinesiólogo","·","Dr. Tomás Manuel de Anchorena 1283 piso 8","Cerrado","⋅ Abre a las 8 a.m.","·","03472 52-4773","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente profesional.""","",""
"https://www.google.com/maps/place/Consultorio+de+Kinesiolog%C3%ADa+y+Fisiatr%C3%ADa+Carlos+Michel/data=!4m7!3m6!1s0x95bcb67c33555889:0x30d6f8853d10bae5!8m2!3d-34.5654266!4d-58.4697949!16s%2Fg%2F11f2smmq0l!19sChIJiVhVM3y2vJUR5boQPYX41jA?authuser=0&hl=es-419&rclk=1","Consultorio de Kinesiología y Fisiatría Carlos Michel","4.3","(17)","Kinesiólogo","·","Blanco Encalada 3469 4""1","","","","011 4546-0067","https://www.carlosmichel.com.ar/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente profesional !!""","",""
"https://www.google.com/maps/place/Kinesiolog%C3%ADa+-+Atenci%C3%B3n+domiciliaria/data=!4m7!3m6!1s0x95bcb6bcd29abd8f:0xf173eac9fa9c6c89!8m2!3d-34.5412579!4d-58.4744451!16s%2Fg%2F11gfhqxmbn!19sChIJj72a0ry2vJURiWyc-snqc_E?authuser=0&hl=es-419&rclk=1","Kinesiología - Atención domiciliaria","5.0","(1)","Kinesiólogo","·","·","","","ADI, Av. San Isidro Labrador 4745","4701-6882","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Profesional 100 %""","",""
"https://www.google.com/maps/place/FISIOMOOV+%7C+Kinesiolog%C3%ADa+y+Entrenamiento./data=!4m7!3m6!1s0x95bcb5643dd6a883:0xd264649adf8af0c!8m2!3d-34.5821925!4d-58.4091553!16s%2Fg%2F11wq37zckw!19sChIJg6jWPWS1vJURDK_4rUlGJg0?authuser=0&hl=es-419&rclk=1","FISIOMOOV | Kinesiología y Entrenamiento.","5.0","(50)","Kinesiólogo","·","Paunero 2734 Piso 9 B","Cerrado","⋅ Abre a las 8 a.m.","·","011 4075-5613","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente lugar para entrenar en forma personalizada.""","",""
"https://www.google.com/maps/place/Consultorio+Kinesiolog%C3%ADa+y+Fisiatr%C3%ADa+Lic.+Mar%C3%ADa+Jos%C3%A9+Gonz%C3%A1lez+y+Lic.+Gast%C3%B3n+L+Vasini/data=!4m7!3m6!1s0x95bcb8287add36b3:0xee95420c0995bac2!8m2!3d-34.5974973!4d-58.5565094!16s%2Fg%2F11c54w8fgp!19sChIJszbdeii4vJURwrqVCQxCle4?authuser=0&hl=es-419&rclk=1","Consultorio Kinesiología y Fisiatría Lic. María José González y Lic. Gastón L Vasini","4.6","(38)","Clínica de fisioterapia","·","·","Asamblea 4354","Cerrado","⋅ Abre a las 8 a.m.","011 4716-1425","https://www.facebook.com/Consultorio-Kinesiologico-Gonzalez-y-Vasini-101916041189966/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente profesional, muy bien formado.""","",""
"https://www.google.com/maps/place/Kinesiolog%C3%ADa+Lic.+Carolina+Gala/data=!4m7!3m6!1s0x95bccbfbc8cd6825:0x77c9d254df787fb7!8m2!3d-34.6173781!4d-58.3944438!16s%2Fg%2F11x61f9_cc!19sChIJJWjNyPvLvJURt39431TSyXc?authuser=0&hl=es-419&rclk=1","Kinesiología Lic. Carolina Gala","5.0","(21)","Kinesiólogo","·","Sarandí 724","·","Cerrado","⋅ Abre a las 9 a.m.","011 15-2294-8241","https://www.instagram.com/kine.carogala?igsh=eDU2enE5Z2NkZnB0&utm_source=qr","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención, una","kinesióloga","muy capacitada"""
"https://www.google.com/maps/place/Lic+Gavi%C3%B1o+Eduardo+Enrique+-+Rehabilitaci%C3%B3n+kinesiol%C3%B3gica/data=!4m7!3m6!1s0x95bcb59bf9d16c1d:0x3681d31241e85e48!8m2!3d-34.5750456!4d-58.4231912!16s%2Fg%2F11bbs2_r09!19sChIJHWzR-Zu1vJURSF7oQRLTgTY?authuser=0&hl=es-419&rclk=1","Lic Gaviño Eduardo Enrique - Rehabilitación kinesiológica","5.0","(3)","Kinesiólogo","·","·","Cerrado","⋅ Abre a las 9 a.m.","Av. Cerviño 4679","011 4771-3922","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El mejor Centro de Rehabilitacion por todo concepto.""","",""
"https://www.google.com/maps/place/Osteopat%C3%ADa+Lic.Ariana+Costella/data=!4m7!3m6!1s0x95bccb24572bd66d:0x6f13fbf8e3720cea!8m2!3d-34.601002!4d-58.39583!16s%2Fg%2F11m6_bpt0b!19sChIJbdYrVyTLvJUR6gxy4_j7E28?authuser=0&hl=es-419&rclk=1","Osteopatía Lic.Ariana Costella","5.0","(3)","Osteópata","·","2010 Viamonte","Abierto las 24 horas","","·","011 3946-8870","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiEmbqBmK-PAxVCVEgAHfzQFygYABAAGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt65xkdpr87-rMB5xjRSR6Wjim8v_PVsJgqMhTaePJR87jCViIqZ2dIaArfVEALw_wcB&ohost=www.google.com&cid=CAESuAHg9rB4B5Nym_DIenSAiVZ2mzCXIgFS5fuGW9wgcAo0oc5XqPr8WMPfBjCqwaEi8nQQdd7w4Ny65P917z0m_B6mr_FDTgloWMSbnTI5xxTC89gzi76ORzKjuS7AZVigBRbD8nIT8KOf3PNnxJhD_VUWN_Wa-qQUq70Dc4MpYP9Bd2_-8Wpk_XjlQBnBBmg4kfvq6GzFBUB8d5-MNmIyhOH_u3rMVMnCwZADj5dvTZLK7p2f2sk-Id1N&category=acrcp_v1_41&sig=AOD64_2lOKipAGGlYbgLG0wpR8BlWV0CSA&adurl&q&ctype=99&nis=6","","Sitio web","","Indicaciones","","","","","",""
"https://www.google.com/maps/place/Universidad+Abierta+Interamericana+-+UAI+Centro/data=!4m7!3m6!1s0x95b7ab12b905cb79:0x9b49c5472cf9171f!8m2!3d-34.621882!4d-58.3793!16s%2Fm%2F0266v1y!19sChIJecsFuRKrt5URHxf5LEfFSZs?authuser=0&hl=es-419&rclk=1","Universidad Abierta Interamericana - UAI Centro","3.8","(802)","Universidad privada","·","951 Avenida San Juan","Cerrado","⋅ Abre a las 8 a.m.","·","011 4342-7788","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiEmbqBmK-PAxVCVEgAHfzQFygYABACGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt5oERp2v_N-nWA3Tuao0HHLY-YLgToS6UHWWP7loVWXJy5euV7UDa4aAs7eEALw_wcB&ohost=www.google.com&cid=CAESuAHg9rB4B5Nym_DIenSAiVZ2mzCXIgFS5fuGW9wgcAo0oc5XqPr8WMPfBjCqwaEi8nQQdd7w4Ny65P917z0m_B6mr_FDTgloWMSbnTI5xxTC89gzi76ORzKjuS7AZVigBRbD8nIT8KOf3PNnxJhD_VUWN_Wa-qQUq70Dc4MpYP9Bd2_-8Wpk_XjlQBnBBmg4kfvq6GzFBUB8d5-MNmIyhOH_u3rMVMnCwZADj5dvTZLK7p2f2sk-Id1N&category=acrcp_v1_40&sig=AOD64_0rbq1qpFdK-oyUAO8Mf9eOecj77A&adurl&q&ctype=99&nis=6","","Sitio web","","Indicaciones","","","","","",""
"https://www.google.com/maps/place/N%C3%BAkleos+Kinesiolog%C3%ADa/data=!4m7!3m6!1s0x95bccb0f23a35795:0xf39340d911c2ad97!8m2!3d-34.6377933!4d-58.4104663!16s%2Fg%2F11f50vb40j!19sChIJlVejIw_LvJURl63CEdlAk_M?authuser=0&hl=es-419&rclk=1","Núkleos Kinesiología","4.9","(334)","Kinesiólogo","·","·","Av. Caseros 3259 1° A","Cerrado","⋅ Abre a las 8 a.m.","011 5951-1168","https://www.instagram.com/nukleos.kinesiologia/?hl=es","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención tanto de los kinesiologos como de las recepcionistas.""","",""
"https://www.google.com/maps/place/Kinesiolog%C3%ADa+Acci%C3%B3n+kin%C3%A9sica/data=!4m7!3m6!1s0x95bccd3ef6a6f2b5:0xcc081c512eba90c2!8m2!3d-34.7099656!4d-58.3918486!16s%2Fg%2F11fprdt49c!19sChIJtfKm9j7NvJURwpC6LlEcCMw?authuser=0&hl=es-419&rclk=1","Kinesiología Acción kinésica","4.9","(85)","Kinesiólogo","·","·","Cerrado","⋅ Abre a las 8 a.m.","Av. Hipólito Yrigoyen 4740","011 2386-0856","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente trato humano y por sobre todo profesionales súper calificados.""","",""
"https://www.google.com/maps/place/KINEMA+Kinesiolog%C3%ADa/data=!4m7!3m6!1s0x95bcc935fd9758f3:0x120517ae0ca3438!8m2!3d-34.6225078!4d-58.4753201!16s%2Fg%2F11lbgwd2kj!19sChIJ81iX_TXJvJURODTK4HpRIAE?authuser=0&hl=es-419&rclk=1","KINEMA Kinesiología","4.9","(70)","Kinesiólogo","·","·","Argerich 912","Cerrado","⋅ Abre a las 8 a.m.","011 2526-2803","https://kinemakinesio.vercel.app/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Muy buen lugar de","kinesiología",", recomendable 100%."""
"https://www.google.com/maps/place/Kinapp+Kinesiolog%C3%ADa/data=!4m7!3m6!1s0x95bcca3be0eaa9db:0xc599705920355aa!8m2!3d-34.6205452!4d-58.4419153!16s%2Fg%2F11gf95w4s_!19sChIJ26nq4DvKvJURqlUDkgWXWQw?authuser=0&hl=es-419&rclk=1","Kinapp Kinesiología","4.5","(50)","Kinesiólogo","·","·","Av. Rivadavia 5427 6* ""M","Cerrado","⋅ Abre a las 8:30 a.m.","011 5981-9263","http://www.kinapp.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Buen trato, profesional, dedicación lo recomiendo!""","",""
"https://www.google.com/maps/place/Kinesiologo+Iba%C3%B1ez+Ezequiel/data=!4m7!3m6!1s0x95a335dada535ca9:0xff79ffb5e8d9bc17!8m2!3d-34.6438332!4d-58.3680335!16s%2Fg%2F11fqj4j_wn!19sChIJqVxT2to1o5URF7zZ6LX_ef8?authuser=0&hl=es-419&rclk=1","Kinesiologo Ibañez Ezequiel","4.7","(42)","Kinesiólogo","·","·","Alfredo L. Palacios 1266","Cerrado","⋅ Abre a las 8:30 a.m.","011 4302-0632","http://www.cikap.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... atención desde la recepción hasta el equipo de","kinesiólogos","."""
"https://www.google.com/maps/place/C.I.K.+Centro+Integral+de+Kinesiolog%C3%ADa.+Lic.+Pablo+Taborda/data=!4m7!3m6!1s0x95bcc7fd19e9cdf1:0x940eb374e2f1e099!8m2!3d-34.6359105!4d-58.5565471!16s%2Fg%2F1vj60d0_!19sChIJ8c3pGf3HvJURmeDx4nSzDpQ?authuser=0&hl=es-419&rclk=1","C.I.K. Centro Integral de Kinesiología. Lic. Pablo Taborda","4.7","(65)","Kinesiólogo","·","Av. Gaona 1843","Cerrado","⋅ Abre a las 8 a.m.","·","011 15-2164-3873","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Muy buena atención desde la recepción hasta el","kinesiologo","que me atendió."""
"https://www.google.com/maps/place/KyR+%22Kinesiolog%C3%ADa+y+Rehabilitaci%C3%B3n%22/data=!4m7!3m6!1s0x95bcca5571351125:0x3486add51c9dccfa!8m2!3d-34.625856!4d-58.4181699!16s%2Fg%2F1hm5v0jt6!19sChIJJRE1cVXKvJUR-sydHNWthjQ?authuser=0&hl=es-419&rclk=1","KyR ""Kinesiología y Rehabilitación""","4.5","(33)","Kinesiólogo","·","·","Cerrado","⋅ Abre a las 8 a.m.","Av San Juan 3756 1 A C1233ABU","011 2580-1033","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super recomendable para hacer rehabilitaciones.""","",""
"https://www.google.com/maps/place/Kinesiolog%C3%ADa+Mar%C3%ADa+Esther+Cotelo/data=!4m7!3m6!1s0x95bcc9e3d47d6f59:0x18e379b3503efb74!8m2!3d-34.6633843!4d-58.5173707!16s%2Fg%2F11hzmn5tj0!19sChIJWW991OPJvJURdPs-ULN54xg?authuser=0&hl=es-419&rclk=1","Kinesiología María Esther Cotelo","5.0","(29)","Kinesiólogo","·","·","Cerrado","⋅ Abre a las 8:30 a.m.","Av. Gral. Paz 12797","011 4652-4253","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Una excelente profesional y mejor persona!!!!""","",""
"https://www.google.com/maps/place/Kinesiolog%C3%ADa+Osteopat%C3%ADa+Mikine/data=!4m7!3m6!1s0x95bcb7f23c8ae253:0x7f4669d3ecf267d3!8m2!3d-34.5865311!4d-58.505112!16s%2Fg%2F11fmzrj8rx!19sChIJU-KKPPK3vJUR02fy7NNpRn8?authuser=0&hl=es-419&rclk=1","Kinesiología Osteopatía Mikine","4.8","(52)","Kinesiólogo","·","Carlos Antonio López 3055","·","Cerrado","⋅ Abre a las 7:15 a.m.","011 15-3180-0067","https://www.mikinesiologia.com/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super limpio y profesional.""","",""
"https://www.google.com/maps/place/Osteopat%C3%ADa+Lic.Ariana+Costella/data=!4m7!3m6!1s0x95bccb24572bd66d:0x6f13fbf8e3720cea!8m2!3d-34.601002!4d-58.39583!16s%2Fg%2F11m6_bpt0b!19sChIJbdYrVyTLvJUR6gxy4_j7E28?authuser=0&hl=es-419&rclk=1","Osteopatía Lic.Ariana Costella","5.0","(3)","Osteópata","·","2010 Viamonte","Abierto las 24 horas","","·","011 3946-8870","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiVlISMmK-PAxUhWEgAHUn4L54YABABGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt4ftf3NzMCWsTdZm_CdZnp8PiqrRTscyHBx2otxerGCCAzf9ESMAfIaAqqeEALw_wcB&ohost=www.google.com&cid=CAESuAHg9oJdzIjUjD-b8P9wfjkdlRNHaTANlCIfDK9PMG_a8MEsfmV3PrFsORZSLpV8fFg9DUbtrh0gwd0L3znc4AxKoZ6sUTQfWrxW_NkIb2iWstsz5gdgsbLiD_v7b2mFrr1fodVADL9j0z8GSDgJwub_E3VXG2sS12qTVdmp2xWMRnOXC7mjAdIh9zgYd9HOs0o3Mgjru8XieepOFf6fDU04-B-VxjqaSLJSZU9sB51MnF-Jees9YF3y&category=acrcp_v1_41&sig=AOD64_2aKtHhetZ0CRaed6mlM8jV7bdpKg&adurl&q&ctype=99&nis=6","","Sitio web","","Indicaciones","","","","","",""
